"No","COUNTY","Age","Male","Female","Total"
1399,"KERICHO",28,4591,5252,9843
1400,"KERICHO",29,5490,6124,11614
1401,"KERICHO","25-29",28982,32231,61213
1402,"KERICHO",30,6346,7508,13854
1403,"KERICHO",31,5225,5956,11181
1404,"KERICHO",32,6154,7131,13285
1405,"KERICHO",33,5422,6315,11737
1406,"KERICHO",34,4755,5221,9976
1407,"KERICHO","30-34",27902,32131,60033
1408,"KERICHO",35,6137,5555,11692
1409,"KERICHO",36,4028,3073,7101
1410,"KERICHO",37,4368,3360,7728
1411,"KERICHO",38,2690,2148,4838
1412,"KERICHO",39,3877,3119,6996
1413,"KERICHO","35-39",21100,17255,38355
1414,"KERICHO",40,4102,3570,7672
1415,"KERICHO",41,5199,4417,9616
1416,"KERICHO",42,3806,3375,7181
1417,"KERICHO",43,3106,3258,6364
1418,"KERICHO",44,2466,2489,4955
1419,"KERICHO","40-44",18679,17109,35788
1420,"KERICHO",45,5453,4553,10006
1421,"KERICHO",46,2985,3017,6002
1422,"KERICHO",47,3334,3481,6815
1423,"KERICHO",48,1809,1767,3576
1424,"KERICHO",49,2459,2519,4978
1425,"KERICHO","45-49",16040,15337,31377
1426,"KERICHO",50,2688,2906,5594
1427,"KERICHO",51,2494,2469,4963
1428,"KERICHO",52,1649,1604,3253
1429,"KERICHO",53,1292,1191,2483
1430,"KERICHO",54,1382,1342,2724
1431,"KERICHO","50-54",9505,9512,19017
1432,"KERICHO",55,1494,1413,2907
1433,"KERICHO",56,1439,1600,3039
1434,"KERICHO",57,1776,2117,3893
1435,"KERICHO",58,2444,3063,5507
1436,"KERICHO",59,1903,1889,3792
1437,"KERICHO","55-59",9056,10082,19138
1438,"KERICHO",60,2037,2236,4273
1439,"KERICHO",61,1633,1661,3294
1440,"KERICHO",62,1261,1295,2556
1441,"KERICHO",63,1315,1367,2682
1442,"KERICHO",64,910,1051,1961
1443,"KERICHO","60-64",7156,7610,14766
1444,"KERICHO",65,1633,1705,3338
1445,"KERICHO",66,937,782,1719
1446,"KERICHO",67,1519,1490,3009
1447,"KERICHO",68,629,637,1266
1448,"KERICHO",69,1027,1013,2040
1449,"KERICHO","65-69",5745,5627,11372
1450,"KERICHO",70,1308,1555,2863
1451,"KERICHO",71,1209,899,2108
1452,"KERICHO",72,791,531,1322
1453,"KERICHO",73,618,585,1203
1454,"KERICHO",74,624,664,1288
1455,"KERICHO","70-74",4550,4234,8784
1456,"KERICHO",75,448,611,1059
1457,"KERICHO",76,347,385,732
1458,"KERICHO",77,515,480,995
1459,"KERICHO",78,246,266,512
1460,"KERICHO",79,380,683,1063
1461,"KERICHO","75-79",1936,2425,4361
1462,"KERICHO",80,390,770,1160
1463,"KERICHO",81,236,413,649
1464,"KERICHO",82,230,237,467
1465,"KERICHO",83,232,297,529
1466,"KERICHO",84,227,399,626
1467,"KERICHO","80-84",1315,2116,3431
1468,"KERICHO",85,206,291,497
1469,"KERICHO",86,146,148,294
1470,"KERICHO",87,170,199,369
1471,"KERICHO",88,103,130,233
1472,"KERICHO",89,178,486,664
1473,"KERICHO","85-89",803,1254,2057
1474,"KERICHO",90,115,223,338
1475,"KERICHO",91,53,112,165
1476,"KERICHO",92,44,69,113
1477,"KERICHO",93,47,64,111
1478,"KERICHO",94,47,116,163
1479,"KERICHO","90-94",306,584,890
1480,"KERICHO",95,91,130,221
1481,"KERICHO",96,29,49,78
1482,"KERICHO",97,34,53,87
1483,"KERICHO",98,17,42,59
1484,"KERICHO",99,34,93,127
1485,"KERICHO","95-99",205,367,572
1486,"KERICHO","100+",64,147,211
1487,"KERICHO","Not Stated",7,3,10
1489,"KIAMBU","Total",355557,355866,711423
1490,"KIAMBU",0,7276,7406,14682
1491,"KIAMBU",1,7404,7209,14613
1492,"KIAMBU",2,7363,7360,14723
1493,"KIAMBU",3,7652,7552,15204
1494,"KIAMBU",4,7634,7383,15017
1495,"KIAMBU","0 - 4",37329,36910,74239
1496,"KIAMBU",5,7306,7053,14359
1497,"KIAMBU",6,7180,7296,14476
1498,"KIAMBU",7,7618,7459,15077
1499,"KIAMBU",8,7229,7168,14397
1500,"KIAMBU",9,8368,8265,16633
1501,"KIAMBU","5-9",37701,37241,74942
1502,"KIAMBU",10,8099,7877,15976
1503,"KIAMBU",11,7315,7399,14714
1504,"KIAMBU",12,8188,8024,16212
1505,"KIAMBU",13,8370,8140,16510
1506,"KIAMBU",14,7949,7810,15759
1507,"KIAMBU","10-14",39921,39250,79171
1508,"KIAMBU",15,7979,7694,15673
1509,"KIAMBU",16,7827,7617,15444
1510,"KIAMBU",17,8534,7446,15980
1511,"KIAMBU",18,6697,6202,12899
1512,"KIAMBU",19,7026,6294,13320
1513,"KIAMBU","15-19",38063,35253,73316
1514,"KIAMBU",20,6281,5954,12235
1515,"KIAMBU",21,6150,5511,11661
1516,"KIAMBU",22,5950,5474,11424
1517,"KIAMBU",23,6157,5708,11865
1518,"KIAMBU",24,5406,5043,10449
1519,"KIAMBU","20-24",29944,27690,57634
1520,"KIAMBU",25,5320,4927,10247
1521,"KIAMBU",26,4716,4611,9327
1522,"KIAMBU",27,5110,4697,9807
1523,"KIAMBU",28,4350,4286,8636
1524,"KIAMBU",29,4791,4959,9750
1525,"KIAMBU","25-29",24287,23480,47767
1526,"KIAMBU",30,5643,5800,11443
1527,"KIAMBU",31,4383,4400,8783
1528,"KIAMBU",32,5419,5430,10849
1529,"KIAMBU",33,4655,4978,9633
1530,"KIAMBU",34,4541,4727,9268
1531,"KIAMBU","30-34",24641,25335,49976
1532,"KIAMBU",35,5764,5868,11632
1533,"KIAMBU",36,4536,4710,9246
1534,"KIAMBU",37,4904,4572,9476
1535,"KIAMBU",38,4168,4212,8380
1536,"KIAMBU",39,4605,4663,9268
1537,"KIAMBU","35-39",23977,24025,48002
1538,"KIAMBU",40,5083,5152,10235
1539,"KIAMBU",41,4798,4514,9312
1540,"KIAMBU",42,4492,4407,8899
1541,"KIAMBU",43,4117,4103,8220
1542,"KIAMBU",44,3593,3425,7018
1543,"KIAMBU","40-44",22083,21601,43684
1544,"KIAMBU",45,4941,4766,9707
1545,"KIAMBU",46,4034,3875,7909
1546,"KIAMBU",47,4115,3946,8061
1547,"KIAMBU",48,3095,2999,6094
1548,"KIAMBU",49,3415,3360,6775
1549,"KIAMBU","45-49",19600,18946,38546
1550,"KIAMBU",50,3655,4036,7691
1551,"KIAMBU",51,3045,3025,6070
1552,"KIAMBU",52,3350,3354,6704
1553,"KIAMBU",53,2364,2338,4702
1554,"KIAMBU",54,2846,2890,5736
1555,"KIAMBU","50-54",15260,15643,30903
1556,"KIAMBU",55,3004,2789,5793
1557,"KIAMBU",56,3195,3033,6228
1558,"KIAMBU",57,2510,2901,5411
1559,"KIAMBU",58,2055,2181,4236
1560,"KIAMBU",59,2220,2386,4606
1561,"KIAMBU","55-59",12984,13290,26274
1562,"KIAMBU",60,2458,2600,5058
1563,"KIAMBU",61,1998,2167,4165
1564,"KIAMBU",62,1804,1756,3560
1565,"KIAMBU",63,1556,1553,3109
1566,"KIAMBU",64,1181,1333,2514
1567,"KIAMBU","60-64",8997,9409,18406
1568,"KIAMBU",65,1814,1893,3707
1569,"KIAMBU",66,1287,1362,2649
1570,"KIAMBU",67,2120,2285,4405
1571,"KIAMBU",68,922,994,1916
1572,"KIAMBU",69,1392,1565,2957
1573,"KIAMBU","65-69",7535,8099,15634
1574,"KIAMBU",70,1670,2128,3798
1575,"KIAMBU",71,1276,1419,2695
1576,"KIAMBU",72,1312,1221,2533
1577,"KIAMBU",73,1032,1089,2121
1578,"KIAMBU",74,911,1091,2002
1579,"KIAMBU","70-74",6201,6948,13149
1580,"KIAMBU",75,717,1113,1830
1581,"KIAMBU",76,837,1560,2397
1582,"KIAMBU",77,657,892,1549
1583,"KIAMBU",78,386,579,965
1584,"KIAMBU",79,487,884,1371
1585,"KIAMBU","75-79",3084,5028,8112
1586,"KIAMBU",80,588,1226,1814
1587,"KIAMBU",81,360,591,951
1588,"KIAMBU",82,352,452,804
1589,"KIAMBU",83,405,550,955
1590,"KIAMBU",84,363,633,996
1591,"KIAMBU","80-84",2068,3452,5520
1592,"KIAMBU",85,285,655,940
1593,"KIAMBU",86,241,449,690
1594,"KIAMBU",87,249,337,586
1595,"KIAMBU",88,137,236,373
1596,"KIAMBU",89,234,547,781
1597,"KIAMBU","85-89",1146,2224,3370
1598,"KIAMBU",90,118,335,453
1599,"KIAMBU",91,131,221,352
1600,"KIAMBU",92,81,158,239
1601,"KIAMBU",93,66,164,230
1602,"KIAMBU",94,34,150,184
1603,"KIAMBU","90-94",430,1028,1458
1604,"KIAMBU",95,63,178,241
1605,"KIAMBU",96,42,134,176
1606,"KIAMBU",97,74,127,201
1607,"KIAMBU",98,24,72,96
1608,"KIAMBU",99,32,146,178
1609,"KIAMBU","95-99",235,657,892
1610,"KIAMBU","100+",61,352,413
1611,"KIAMBU","Not Stated",10,5,15
1613,"KILIFI","Total",512765,547115,1059880
1614,"KILIFI",0,13702,13741,27443
1615,"KILIFI",1,14789,14475,29264
1616,"KILIFI",2,15309,15168,30477
1617,"KILIFI",3,15661,15691,31352
1618,"KILIFI",4,16404,16093,32497
1619,"KILIFI","0 - 4",75865,75168,151033
1620,"KILIFI",5,17086,16873,33959
1621,"KILIFI",6,16436,16295,32731
1622,"KILIFI",7,15688,14980,30668
1623,"KILIFI",8,15794,15606,31400
1624,"KILIFI",9,16177,15950,32127
1625,"KILIFI","5-9",81181,79704,160885
1626,"KILIFI",10,17028,16672,33700
1627,"KILIFI",11,16006,16182,32188
1628,"KILIFI",12,16987,16636,33623
1629,"KILIFI",13,16829,16856,33685
1630,"KILIFI",14,15629,14999,30628
1631,"KILIFI","10-14",82479,81345,163824
1632,"KILIFI",15,15132,14732,29864
1633,"KILIFI",16,14060,13954,28014
1634,"KILIFI",17,14498,13198,27696
1635,"KILIFI",18,12540,11529,24069
1636,"KILIFI",19,12713,11938,24651
1637,"KILIFI","15-19",68943,65351,134294
1638,"KILIFI",20,11460,11532,22992
1639,"KILIFI",21,8752,8817,17569
1640,"KILIFI",22,8431,9165,17596
1641,"KILIFI",23,8168,9090,17258
1642,"KILIFI",24,6935,7813,14748
1643,"KILIFI","20-24",43746,46417,90163
1644,"KILIFI",25,7854,8454,16308
1645,"KILIFI",26,6503,7685,14188
1646,"KILIFI",27,6307,7358,13665
1647,"KILIFI",28,5337,6640,11977
1648,"KILIFI",29,5220,6636,11856
1649,"KILIFI","25-29",31221,36773,67994
1650,"KILIFI",30,6341,8470,14811
1651,"KILIFI",31,4485,6483,10968
1652,"KILIFI",32,5306,7633,12939
1653,"KILIFI",33,4423,6447,10870
1654,"KILIFI",34,4313,6455,10768
1655,"KILIFI","30-34",24868,35488,60356
1656,"KILIFI",35,5507,6473,11980
1657,"KILIFI",36,3679,4122,7801
1658,"KILIFI",37,3788,3726,7514
1659,"KILIFI",38,2633,2724,5357
1660,"KILIFI",39,3194,3006,6200
1661,"KILIFI","35-39",18801,20051,38852
1662,"KILIFI",40,4025,3917,7942
1663,"KILIFI",41,4575,6005,10580
1664,"KILIFI",42,3933,5622,9555
1665,"KILIFI",43,3185,4574,7759
1666,"KILIFI",44,2920,3333,6253
1667,"KILIFI","40-44",18638,23451,42089
1668,"KILIFI",45,4551,4754,9305
1669,"KILIFI",46,2915,3082,5997
1670,"KILIFI",47,3247,3097,6344
1671,"KILIFI",48,2263,2183,4446
1672,"KILIFI",49,2604,2508,5112
1673,"KILIFI","45-49",15580,15624,31204
1674,"KILIFI",50,3634,4973,8607
1675,"KILIFI",51,2665,3191,5856
1676,"KILIFI",52,2184,2420,4604
1677,"KILIFI",53,1658,1450,3108
1678,"KILIFI",54,1832,1448,3280
1679,"KILIFI","50-54",11973,13482,25455
1680,"KILIFI",55,1854,1317,3171
1681,"KILIFI",56,2377,2238,4615
1682,"KILIFI",57,2231,2529,4760
1683,"KILIFI",58,1827,2199,4026
1684,"KILIFI",59,2073,3801,5874
1685,"KILIFI","55-59",10362,12084,22446
1686,"KILIFI",60,2416,4524,6940
1687,"KILIFI",61,1754,3152,4906
1688,"KILIFI",62,1637,2504,4141
1689,"KILIFI",63,1737,2931,4668
1690,"KILIFI",64,1482,1867,3349
1691,"KILIFI","60-64",9026,14978,24004
1692,"KILIFI",65,2169,2876,5045
1693,"KILIFI",66,1477,1232,2709
1694,"KILIFI",67,1931,1877,3808
1695,"KILIFI",68,1004,1021,2025
1696,"KILIFI",69,1524,2625,4149
1697,"KILIFI","65-69",8105,9631,17736
1698,"KILIFI",70,1627,2954,4581
1699,"KILIFI",71,1185,1531,2716
1700,"KILIFI",72,888,960,1848
1701,"KILIFI",73,774,944,1718
1702,"KILIFI",74,919,1174,2093
1703,"KILIFI","70-74",5393,7563,12956
1704,"KILIFI",75,941,1421,2362
1705,"KILIFI",76,526,621,1147
1706,"KILIFI",77,644,690,1334
1707,"KILIFI",78,371,384,755
1708,"KILIFI",79,689,1177,1866
1709,"KILIFI","75-79",3171,4293,7464
1710,"KILIFI",80,596,1188,1784
1711,"KILIFI",81,326,523,849
1712,"KILIFI",82,245,313,558
1713,"KILIFI",83,278,389,667
1714,"KILIFI",84,281,435,716
1715,"KILIFI","80-84",1726,2848,4574
1716,"KILIFI",85,250,466,716
1717,"KILIFI",86,128,159,287
1718,"KILIFI",87,226,347,573
1719,"KILIFI",88,101,118,219
1720,"KILIFI",89,297,563,860
1721,"KILIFI","85-89",1002,1653,2655
1722,"KILIFI",90,128,281,409
1723,"KILIFI",91,87,120,207
1724,"KILIFI",92,44,77,121
1725,"KILIFI",93,45,74,119
1726,"KILIFI",94,55,78,133
1727,"KILIFI","90-94",359,630,989
1728,"KILIFI",95,58,125,183
1729,"KILIFI",96,30,41,71
1730,"KILIFI",97,39,31,70
1731,"KILIFI",98,30,41,71
1732,"KILIFI",99,64,128,192
1733,"KILIFI","95-99",221,366,587
1734,"KILIFI","100+",102,211,313
1735,"KILIFI","Not Stated",3,4,7
1737,"KIRINYAGA","Total",237086,237083,474169
1738,"KIRINYAGA",0,4433,4306,8739
1739,"KIRINYAGA",1,4184,4202,8386
1740,"KIRINYAGA",2,4233,4208,8441
1741,"KIRINYAGA",3,4443,4503,8946
1742,"KIRINYAGA",4,4317,4415,8732
1743,"KIRINYAGA","0 - 4",21610,21634,43244
1744,"KIRINYAGA",5,4377,4216,8593
1745,"KIRINYAGA",6,4222,4304,8526
1746,"KIRINYAGA",7,4584,4575,9159
1747,"KIRINYAGA",8,4423,4351,8774
1748,"KIRINYAGA",9,4900,4805,9705
1749,"KIRINYAGA","5-9",22506,22251,44757
1750,"KIRINYAGA",10,4796,4728,9524
1751,"KIRINYAGA",11,4542,4594,9136
1752,"KIRINYAGA",12,5070,4795,9865
1753,"KIRINYAGA",13,5228,5021,10249
1754,"KIRINYAGA",14,4937,4846,9783
1755,"KIRINYAGA","10-14",24573,23984,48557
1756,"KIRINYAGA",15,5085,4992,10077
1757,"KIRINYAGA",16,5066,4850,9916
1758,"KIRINYAGA",17,5154,4742,9896
1759,"KIRINYAGA",18,4368,3842,8210
1760,"KIRINYAGA",19,4290,3804,8094
1761,"KIRINYAGA","15-19",23963,22230,46193
1762,"KIRINYAGA",20,3770,3578,7348
1763,"KIRINYAGA",21,3386,3122,6508
1764,"KIRINYAGA",22,3459,3252,6711
1765,"KIRINYAGA",23,3386,3377,6763
1766,"KIRINYAGA",24,3166,2961,6127
1767,"KIRINYAGA","20-24",17167,16290,33457
1768,"KIRINYAGA",25,3387,3060,6447
1769,"KIRINYAGA",26,2677,2694,5371
1770,"KIRINYAGA",27,2919,2855,5774
1771,"KIRINYAGA",28,2720,2681,5401
1772,"KIRINYAGA",29,2970,3022,5992
1773,"KIRINYAGA","25-29",14673,14312,28985
1774,"KIRINYAGA",30,4052,4032,8084
1775,"KIRINYAGA",31,3013,3047,6060
1776,"KIRINYAGA",32,3877,4044,7921
1777,"KIRINYAGA",33,3717,3826,7543
1778,"KIRINYAGA",34,3288,3422,6710
1779,"KIRINYAGA","30-34",17947,18371,36318
1780,"KIRINYAGA",35,4743,4562,9305
1781,"KIRINYAGA",36,3595,3456,7051
1782,"KIRINYAGA",37,3795,3431,7226
1783,"KIRINYAGA",38,3220,3274,6494
1784,"KIRINYAGA",39,3658,3585,7243
1785,"KIRINYAGA","35-39",19011,18308,37319
1786,"KIRINYAGA",40,4264,4120,8384
1787,"KIRINYAGA",41,3517,3272,6789
1788,"KIRINYAGA",42,3337,3213,6550
1789,"KIRINYAGA",43,3049,2937,5986
1790,"KIRINYAGA",44,2937,2718,5655
1791,"KIRINYAGA","40-44",17104,16260,33364
1792,"KIRINYAGA",45,3798,3748,7546
1793,"KIRINYAGA",46,2927,2752,5679
1794,"KIRINYAGA",47,3010,2664,5674
1795,"KIRINYAGA",48,2360,2272,4632
1796,"KIRINYAGA",49,2583,2533,5116
1797,"KIRINYAGA","45-49",14678,13969,28647
1798,"KIRINYAGA",50,3202,3264,6466
1799,"KIRINYAGA",51,2538,2371,4909
1800,"KIRINYAGA",52,2412,2296,4708
1801,"KIRINYAGA",53,1807,1947,3754
1802,"KIRINYAGA",54,2234,1997,4231
1803,"KIRINYAGA","50-54",12193,11875,24068
1804,"KIRINYAGA",55,2377,2293,4670
1805,"KIRINYAGA",56,2540,2367,4907
1806,"KIRINYAGA",57,1863,2092,3955
1807,"KIRINYAGA",58,1620,1639,3259
1808,"KIRINYAGA",59,1914,1989,3903
1809,"KIRINYAGA","55-59",10314,10380,20694
1810,"KIRINYAGA",60,1991,2069,4060
1811,"KIRINYAGA",61,1560,1563,3123
1812,"KIRINYAGA",62,1310,1190,2500
1813,"KIRINYAGA",63,1112,1196,2308
1814,"KIRINYAGA",64,743,772,1515
1815,"KIRINYAGA","60-64",6716,6790,13506
1816,"KIRINYAGA",65,1313,1643,2956
1817,"KIRINYAGA",66,897,902,1799
1818,"KIRINYAGA",67,1539,1657,3196
1819,"KIRINYAGA",68,830,779,1609
1820,"KIRINYAGA",69,1035,1205,2240
1821,"KIRINYAGA","65-69",5614,6186,11800
1822,"KIRINYAGA",70,1258,2022,3280
1823,"KIRINYAGA",71,868,1179,2047
1824,"KIRINYAGA",72,783,769,1552
1825,"KIRINYAGA",73,616,622,1238
1826,"KIRINYAGA",74,588,773,1361
1827,"KIRINYAGA","70-74",4113,5365,9478
1828,"KIRINYAGA",75,483,748,1231
1829,"KIRINYAGA",76,392,553,945
1830,"KIRINYAGA",77,442,539,981
1831,"KIRINYAGA",78,322,324,646
1832,"KIRINYAGA",79,367,658,1025
1833,"KIRINYAGA","75-79",2006,2822,4828
1834,"KIRINYAGA",80,528,1052,1580
1835,"KIRINYAGA",81,206,466,672
1836,"KIRINYAGA",82,204,268,472
1837,"KIRINYAGA",83,226,324,550
1838,"KIRINYAGA",84,223,424,647
1839,"KIRINYAGA","80-84",1387,2534,3921
1840,"KIRINYAGA",85,208,364,572
1841,"KIRINYAGA",86,161,218,379
1842,"KIRINYAGA",87,155,207,362
1843,"KIRINYAGA",88,90,128,218
1844,"KIRINYAGA",89,182,516,698
1845,"KIRINYAGA","85-89",796,1433,2229
1846,"KIRINYAGA",90,125,382,507
1847,"KIRINYAGA",91,142,346,488
1848,"KIRINYAGA",92,50,119,169
1849,"KIRINYAGA",93,55,114,169
1850,"KIRINYAGA",94,43,129,172
1851,"KIRINYAGA","90-94",415,1090,1505
1852,"KIRINYAGA",95,54,185,239
1853,"KIRINYAGA",96,35,76,111
1854,"KIRINYAGA",97,41,74,115
1855,"KIRINYAGA",98,25,47,72
1856,"KIRINYAGA",99,36,171,207
1857,"KIRINYAGA","95-99",191,553,744
1858,"KIRINYAGA","100+",105,441,546
1859,"KIRINYAGA","Not Stated",4,5,9
1861,"KISII","Total",531860,583560,1115420
1862,"KISII",0,11522,11642,23164
1863,"KISII",1,11809,11607,23416
1864,"KISII",2,12204,12158,24362
1865,"KISII",3,13312,13504,26816
1866,"KISII",4,14058,13984,28042
1867,"KISII","0 - 4",62905,62895,125800
1868,"KISII",5,14197,14245,28442
1869,"KISII",6,15309,15421,30730
1870,"KISII",7,15978,15594,31572
1871,"KISII",8,15188,15288,30476
1872,"KISII",9,17168,16964,34132
1873,"KISII","5-9",77840,77512,155352
1874,"KISII",10,18950,18542,37492
1875,"KISII",11,16120,16773,32893
1876,"KISII",12,19684,18450,38134
1877,"KISII",13,18283,18334,36617
1878,"KISII",14,16611,16319,32930
1879,"KISII","10-14",89648,88418,178066
1880,"KISII",15,15888,15767,31655
1881,"KISII",16,14318,14097,28415
1882,"KISII",17,14464,13907,28371
1883,"KISII",18,11605,11229,22834
1884,"KISII",19,11755,11776,23531
1885,"KISII","15-19",68030,66776,134806
1886,"KISII",20,9458,10778,20236
1887,"KISII",21,7444,9047,16491
1888,"KISII",22,7172,8773,15945
1889,"KISII",23,6993,9293,16286
1890,"KISII",24,6310,8480,14790
1891,"KISII","20-24",37377,46371,83748
1892,"KISII",25,7664,10396,18060
1893,"KISII",26,6137,8391,14528
1894,"KISII",27,6563,8661,15224
1895,"KISII",28,5160,6969,12129
1896,"KISII",29,5470,7730,13200
1897,"KISII","25-29",30994,42147,73141
1898,"KISII",30,7553,11217,18770
1899,"KISII",31,6122,8713,14835
1900,"KISII",32,7136,10233,17369
1901,"KISII",33,5989,9166,15155
1902,"KISII",34,5228,7548,12776
1903,"KISII","30-34",32028,46877,78905
1904,"KISII",35,7082,8301,15383
1905,"KISII",36,4746,4647,9393
1906,"KISII",37,5078,4826,9904
1907,"KISII",38,3589,3595,7184
1908,"KISII",39,4529,4760,9289
1909,"KISII","35-39",25024,26129,51153
1910,"KISII",40,5444,5647,11091
1911,"KISII",41,5936,5560,11496
1912,"KISII",42,4394,4365,8759
1913,"KISII",43,4208,4489,8697
1914,"KISII",44,3025,3604,6629
1915,"KISII","40-44",23007,23665,46672
1916,"KISII",45,5661,6706,12367
1917,"KISII",46,3757,5023,8780
1918,"KISII",47,4132,5617,9749
1919,"KISII",48,2371,2881,5252
1920,"KISII",49,2836,3899,6735
1921,"KISII","45-49",18757,24126,42883
1922,"KISII",50,3681,4407,8088
1923,"KISII",51,3159,3161,6320
1924,"KISII",52,2249,2062,4311
1925,"KISII",53,1784,1599,3383
1926,"KISII",54,2270,1947,4217
1927,"KISII","50-54",13143,13176,26319
1928,"KISII",55,3017,2751,5768
1929,"KISII",56,3438,3575,7013
1930,"KISII",57,3775,5120,8895
1931,"KISII",58,2559,3045,5604
1932,"KISII",59,3621,4571,8192
1933,"KISII","55-59",16410,19062,35472
1934,"KISII",60,3598,4910,8508
1935,"KISII",61,3195,3618,6813
1936,"KISII",62,2234,2508,4742
1937,"KISII",63,2383,2658,5041
1938,"KISII",64,1701,1950,3651
1939,"KISII","60-64",13111,15644,28755
1940,"KISII",65,2519,3307,5826
1941,"KISII",66,1458,1525,2983
1942,"KISII",67,2289,2590,4879
1943,"KISII",68,984,1307,2291
1944,"KISII",69,1834,2418,4252
1945,"KISII","65-69",9084,11147,20231
1946,"KISII",70,1911,3214,5125
1947,"KISII",71,1594,1617,3211
1948,"KISII",72,1179,1099,2278
1949,"KISII",73,939,915,1854
1950,"KISII",74,975,1298,2273
1951,"KISII","70-74",6598,8143,14741
1952,"KISII",75,811,1130,1941
1953,"KISII",76,530,594,1124
1954,"KISII",77,824,853,1677
1955,"KISII",78,450,451,901
1956,"KISII",79,639,1208,1847
1957,"KISII","75-79",3254,4236,7490
1958,"KISII",80,709,1332,2041
1959,"KISII",81,467,680,1147
1960,"KISII",82,374,399,773
1961,"KISII",83,412,457,869
1962,"KISII",84,391,636,1027
1963,"KISII","80-84",2353,3504,5857
1964,"KISII",85,321,529,850
1965,"KISII",86,246,260,506
1966,"KISII",87,351,395,746
1967,"KISII",88,180,214,394
1968,"KISII",89,318,698,1016
1969,"KISII","85-89",1416,2096,3512
1970,"KISII",90,159,373,532
1971,"KISII",91,111,169,280
1972,"KISII",92,112,119,231
1973,"KISII",93,47,97,144
1974,"KISII",94,85,141,226
1975,"KISII","90-94",514,899,1413
1976,"KISII",95,89,143,232
1977,"KISII",96,41,61,102
1978,"KISII",97,57,81,138
1979,"KISII",98,27,61,88
1980,"KISII",99,49,112,161
1981,"KISII","95-99",263,458,721
1982,"KISII","100+",89,274,363
1983,"KISII","Not Stated",15,5,20
1985,"KISUMU","Total",344721,369939,714660
1986,"KISUMU",0,8082,7998,16080
1987,"KISUMU",1,8556,8281,16837
1988,"KISUMU",2,8647,8823,17470
1989,"KISUMU",3,8954,9010,17964
1990,"KISUMU",4,8888,9045,17933
1991,"KISUMU","0 - 4",43127,43157,86284
1992,"KISUMU",5,9616,9192,18808
1993,"KISUMU",6,9834,9727,19561
1994,"KISUMU",7,9575,9843,19418
1995,"KISUMU",8,9582,9421,19003
1996,"KISUMU",9,10685,10616,21301
1997,"KISUMU","5-9",49292,48799,98091
1998,"KISUMU",10,11782,11153,22935
1999,"KISUMU",11,10548,10753,21301
2000,"KISUMU",12,12321,11846,24167
2001,"KISUMU",13,11748,11611,23359
2002,"KISUMU",14,10697,10603,21300
2003,"KISUMU","10-14",57096,55966,113062
2004,"KISUMU",15,10544,10290,20834
2005,"KISUMU",16,9234,9238,18472
2006,"KISUMU",17,9583,8949,18532
2007,"KISUMU",18,7463,7046,14509
2008,"KISUMU",19,7794,7896,15690
2009,"KISUMU","15-19",44618,43419,88037
2010,"KISUMU",20,6695,7416,14111
2011,"KISUMU",21,5824,6562,12386
2012,"KISUMU",22,5082,6054,11136
2013,"KISUMU",23,5257,6349,11606
2014,"KISUMU",24,4744,5541,10285
2015,"KISUMU","20-24",27602,31922,59524
2016,"KISUMU",25,5316,6122,11438
2017,"KISUMU",26,4229,5144,9373
2018,"KISUMU",27,4625,5687,10312
2019,"KISUMU",28,3342,4006,7348
2020,"KISUMU",29,3462,4706,8168
2021,"KISUMU","25-29",20974,25665,46639
2022,"KISUMU",30,4895,6547,11442
2023,"KISUMU",31,3539,4491,8030
2024,"KISUMU",32,4499,5671,10170
2025,"KISUMU",33,3935,5115,9050
2026,"KISUMU",34,3836,4568,8404
2027,"KISUMU","30-34",20704,26392,47096
2028,"KISUMU",35,4669,4979,9648
2029,"KISUMU",36,3447,3123,6570
2030,"KISUMU",37,3751,3188,6939
2031,"KISUMU",38,2502,2148,4650
2032,"KISUMU",39,3127,2728,5855
2033,"KISUMU","35-39",17496,16166,33662
2034,"KISUMU",40,3800,3615,7415
2035,"KISUMU",41,3362,2993,6355
2036,"KISUMU",42,2975,2649,5624
2037,"KISUMU",43,2901,3222,6123
2038,"KISUMU",44,2268,2430,4698
2039,"KISUMU","40-44",15306,14909,30215
2040,"KISUMU",45,2924,3068,5992
2041,"KISUMU",46,2225,2164,4389
2042,"KISUMU",47,2336,2340,4676
2043,"KISUMU",48,1356,1452,2808
2044,"KISUMU",49,1516,1728,3244
2045,"KISUMU","45-49",10357,10752,21109
2046,"KISUMU",50,2061,2793,4854
2047,"KISUMU",51,1885,2582,4467
2048,"KISUMU",52,1399,1825,3224
2049,"KISUMU",53,1218,1550,2768
2050,"KISUMU",54,1363,1605,2968
2051,"KISUMU","50-54",7926,10355,18281
2052,"KISUMU",55,1538,1840,3378
2053,"KISUMU",56,1529,2241,3770
2054,"KISUMU",57,1729,2909,4638
2055,"KISUMU",58,1184,1556,2740
2056,"KISUMU",59,1460,2040,3500
2057,"KISUMU","55-59",7440,10586,18026
2058,"KISUMU",60,1864,2976,4840
2059,"KISUMU",61,1610,2106,3716
2060,"KISUMU",62,1235,1636,2871
2061,"KISUMU",63,1356,1790,3146
2062,"KISUMU",64,1053,1337,2390
2063,"KISUMU","60-64",7118,9845,16963
2064,"KISUMU",65,1512,2105,3617
2065,"KISUMU",66,1023,1473,2496
